p_id,name,price,colour,brand
16860376,all about you Women Navy Blue Flared High-Rise Stretchable Jeans,2499.0,Navy Blue,all about you
17873342,max Women Grey Jeans,699.0,Grey,max
18770126,Trendyol Women Navy Blue Pure Cotton High-Rise Low Distress Light Fade Cropped Jeans,3299.0,Navy Blue,Trendyol
17019168,MANGO Women Blue Pure Cotton Straight Fit Light Fade Jeans,4590.0,Blue,MANGO
16266932,Moda Rapido Women Dark Blue Bootcut Mid-Rise Heavy Fade Jeans With Side Stripes,2799.0,Blue,Moda Rapido
16557246,People Women Blue Skinny Fit Jeans,1299.0,Blue,People
18477134,Belliskey Women Black Slim Fit Mildly Distressed Jeans,2899.0,Black,Belliskey
18622596,MONTREZ Women Black Wide Leg Light Fade Jeans,1499.0,Black,MONTREZ
17446048,Tokyo Talkies Women Blue Straight Fit Mildly Distressed Light Fade Jeans,2099.0,Blue,Tokyo Talkies
16262766,URBANIC Women Blue Low Distress Printed Jeans,2390.0,Blue,URBANIC
18372822,plusS Women Blue High-Rise Regular Fit Cropped Stretchable Jeans,2599.0,Blue,plusS
15354528,BROADSTAR Women Peach-Coloured Skinny Fit High-Rise Jeans,2999.0,Peach,BROADSTAR
18456004,ZHEIA Women Pink Relaxed Fit High-Rise Slash Knee Stretchable Jeans,2299.0,Pink,ZHEIA
15265896,MANGO Women Blue Noa Skinny Fit Mid-Rise Clean Look Stretchable Jeans,2390.0,Blue,MANGO
14275652,Moda Rapido Women Blue Slim Fit Highly Distressed Jeans,2399.0,Blue,Moda Rapido
18895182,SPYKAR Women Blue Super Skinny Fit Jeans,2199.0,Blue,SPYKAR
18689374,Flying Machine Women Black Slim Fit High-Rise Stretchable Jeans,2549.0,Black,Flying Machine
18650758,Allen Solly Woman Women Navy Blue Skinny Fit Light Fade Jeans,2799.0,Navy Blue,Allen Solly Woman
9441627,Miss Chase Women Black Skinny Fit High-Rise Clean Look Jeans,1899.0,Black,Miss Chase
15283590,DOLCE CRUDO Women Navy Blue Jogger Mildly Distressed Heavy Fade Stretchable Jeans,2349.0,Navy Blue,DOLCE CRUDO
17062466,KASSUALLY Women Classy Beige High-Rise Wide Leg Jeans,2499.0,Beige,KASSUALLY
8935405,Miss Chase Women Navy Blue Skinny Fit Mid-Rise Clean Look Jeans,1899.0,Navy Blue,Miss Chase
18689434,Flying Machine Women Blue Mom Fit High-Rise Panelled Colourblocked Jeans,2249.0,Blue,Flying Machine
18653602,High Star Women Blue High-Rise Stretchable Jeans,2349.0,Blue,High Star
18957826,Next One Women Navy Blue Straight Fit High-Rise Light Fade Stretchable Jeans,2999.0,Navy Blue,Next One
19089710,ONLY Women Blue Flared Mildly Distressed Light Fade Jeans,4999.0,Blue,ONLY
19171232,Kraus Jeans Women Blue Flared Light Fade Stretchable Jeans,2095.0,Blue,Kraus Jeans
7289169,High Star Women Black Slim Fit High-Rise Clean Look Stretchable Jeans,2299.0,Black,High Star
15407656,People Women Blue Tapered Fit High-Rise Light Fade Jeans,1499.0,Blue,People
18879748,MANGO Women Lavender & White Printed Wide Leg Low-Rise Pure Cotton Printed Jeans,4790.0,Lavender,MANGO
17577552,Kraus Jeans Women Olive Green Skinny Fit High-Rise Stretchable Jeans,1895.0,Olive,Kraus Jeans
16647634,Kotty Women Blue Flared High-Rise Low Distress Jeans,1999.0,Blue,Kotty
18903152,Levis Women Blue Skinny Fit High-Rise Light Fade Stretchable Casual Jeans,4999.0,Blue,Levis
15462602,People Women Grey Super Skinny Fit High-Rise Jeans,1299.0,Grey,People
17955744,ZALORA BASICS Women Blue Bootcut High-Rise Slash Knee Light Fade Jeans,2999.0,Blue,ZALORA BASICS
18507620,FREAKINS Women Blue High-Rise Flared Fit Cropped Jeans,2199.0,Blue,FREAKINS
9334839,Miss Chase Women Blue Skinny Fit High-Rise Clean Look Jeans,1999.0,Blue,Miss Chase
18878464,River Of Design Jeans Women Blue Jogger High-Rise Jeans,1699.0,Blue,River Of Design Jeans
19177748,Vero Moda Women Blue Bootcut High-Rise Mildly Distressed Heavy Fade Jeans,3999.0,Blue,Vero Moda
18237056,Next One Women Navy Blue Jean Bootcut High-Rise Light Fade Stretchable Jeans,2999.0,Navy Blue,Next One
19177750,Vero Moda Women Blue Flared High-Rise Light Fade Jeans,3999.0,Blue,Vero Moda
17575906,H&M Women Blue Solid Skinny Regular Jeans,1499.0,Blue,H&M
15773240,The Roadster Lifestyle Co Women Rose Slim Fit High-Rise Stretchable Jeans,2499.0,Rose,Roadster
18145118,FREAKINS Women Classsic Black High-Rise Mom Fit Cropped Jeans,2299.0,Black,FREAKINS
18324370,FREAKINS Women Stunning Black High-Rise Tapered Fit Cropped Jeans,1999.0,Black,FREAKINS
18872544,URBANIC Women White Relaxed Fit Highly Distressed Jeans,1490.0,White,URBANIC
18361784,Mast & Harbour Women Black Skinny Fit Mid-Rise Light Fade Stretchable Jeans,1999.0,Black,Mast & Harbour
18252464,Next One Women Black Jean Straight Fit High-Rise Stretchable Jeans,2999.0,Black,Next One
18689414,Flying Machine Women Blue Mom Fit High-Rise Light Fade Cropped Stretchable Jeans,2249.0,Blue,Flying Machine
18620400,ONLY Women Blue Skinny Fit High-Rise Low Distress Jeans,2999.0,Blue,ONLY
17226246,SHOWOFF Women Charcoal Grey Wide Leg High-Rise Clean Look Jeans,3440.0,Charcoal,SHOWOFF
18829044,Tokyo Talkies Women Blue Straight Fit Clean look Jeans,2249.0,Blue,Tokyo Talkies
19309988,Mode by Red Tape Women Blue Skinny Fit Stretchable Jeans,4699.0,Blue,Mode by Red Tape
15045758,Harvard Women Navy Blue Super Skinny Fit Side Striped Stretchable Jeans,1998.0,Navy Blue,Harvard
15804502,AMERICAN EAGLE OUTFITTERS Women Blue Skinny Fit High-Rise Light Fade Jeans,3599.0,Blue,AMERICAN EAGLE OUTFITTERS
17442650,Tokyo Talkies Women Grey Flared Printed Jeans,2099.0,Grey,Tokyo Talkies
16454438,SPYKAR Women Blue Skinny Fit High-Rise Heavy Fade Stretchable Jeans,2699.0,Blue,SPYKAR
15786474,TALES & STORIES Women Blue Skinny Fit Light Fade Stretchable Jeans,2199.0,Blue,TALES & STORIES
10497436,Miss Chase Women Black Slim Fit Mid-Rise Slash Knee Jeans,2399.0,Black,Miss Chase
18410236,TALES & STORIES Women White Mid-Rise Slim Fit Jeans,2199.0,White,TALES & STORIES
10696602,DOLCE CRUDO Women Black Slim Fit High-Rise Clean Look Stretchable Jeans,2399.0,Black,DOLCE CRUDO
10520402,Miss Chase Women Black Regular Fit High-Rise Clean Look Jeans,2399.0,Black,Miss Chase
16668304,Crimsoune Club Women Blue Skinny Fit Heavy Fade Stretchable Jeans,2399.0,Blue,Crimsoune Club
17834308,United Colors of Benetton Women Blue Low Distress Cotton Jeans,2999.0,Blue,United Colors of Benetton
1642962,Pepe Jeans Women Navy Regular Fit Mid-Rise Clean Look Stretchable Jeans,2399.0,Navy Blue,Pepe Jeans
18245112,Miss Chase Women Blue Skinny Fit High-Rise Light Fade Stretchable Jeans,2995.0,Blue,Miss Chase
18339670,max Women Blue Low Distress Heavy Fade Jeans,1299.0,Blue,max
17220628,Roadster Women Pink Pure Cotton Wide Leg High-Rise Jeans,2599.0,Pink,Roadster
14545232,ZOLA Women Black Slim-Fit Cropped Jeans,2835.0,Black,ZOLA
10566358,Miss Chase Women Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,2249.0,Navy Blue,Miss Chase
17220632,Roadster Women Blue Pure Cotton Slouchy Fit High-Rise Jeans,2499.0,Blue,Roadster
10647208,Miss Chase Women Black Slim Fit High-Rise Clean Look Stretchable Jeans,2249.0,Black,Miss Chase
17019422,urSense Women Navy Blue Flared High-Rise Light Fade Stretchable Jeans,2199.0,Navy Blue,urSense
14545228,ZOLA Women Blue Slim Fit High-Rise Light Fade Jeans,3930.0,Blue,ZOLA
16262898,URBANIC Women Navy Blue Positioning Design Straight Leg Jeans,2190.0,Navy Blue,URBANIC
10647216,Miss Chase Women Black Slim Fit High-Rise Clean Look Stretchable Jeans,2349.0,Black,Miss Chase
14545268,ZOLA Women Turquoise Blue Slim Fit Light Fade High Rise Jeans,3930.0,Turquoise Blue,ZOLA
17160842,Sugr Women Black Solid Mid Rise Clean Look Jeans,2199.0,Black,Sugr
17654546,Orchid Blues Women Purple Straight Fit High-Rise Cotton Jeans,2699.0,Purple,Orchid Blues
13314982,The Roadster Lifestyle Co Women Blue Skinny Fit Stretchable Jeans,1699.0,Blue,Roadster
13646276,High Star Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,1199.0,Blue,High Star
2302791,High Star Women Grey Slim Fit Mid-Rise Clean Look Stretchable Jeans,2599.0,Grey,High Star
18769746,Trendyol Women Blue Pure Cotton High-Rise Stretchable Jeans,4399.0,Blue,Trendyol
15633214,URBANIC Women Navy Blue Cotton Skinny Fit Slash Knee Stretchable Jeans,1690.0,Navy Blue,URBANIC
10897416,High Star Women Green Slim Fit Mid-Rise Clean Look Stretchable Jeans,1199.0,Olive,High Star
15413446,People Women Olive Green Slim Fit Jeans,1399.0,Olive,People
18069202,Levis Women Blue 710 Super Skinny Fit Mid-Rise Heavy Fade Stretchable Jeans,2899.0,Blue,Levis
18237058,Next One Women Blue Jean Skinny Fit High-Rise Heavy Fade Stretchable Jeans,2999.0,Blue,Next One
16607290,Tokyo Talkies Women Green Jogger Stretchable Jeans,2099.0,Green,Tokyo Talkies
12379930,Hubberholme Women Black Slim Fit Mid-Rise Low Distress Stretchable Jeans,1699.0,Black,Hubberholme
18252454,Next One Women Navy Blue Jean Straight Fit High-Rise Low Distress Light Fade Stretchable Jeans,2999.0,Navy Blue,Next One
14458644,all about you Women Black Flared High-Rise Stretchable Jeans,2499.0,Black,all about you
18361846,Mast & Harbour Women Blue Boyfriend Fit Mid-Rise Light Fade Stretchable Jeans,1999.0,Blue,Mast & Harbour
18229138,High Star Women Black Slim Fit High-Rise Stretchable Jeans,1899.0,Black,High Star
12682038,STREET 9 Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,1999.0,Blue,STREET 9
12288110,SASSAFRAS Women Blue Slim Fit Mid-Rise Clean Look Jeans,2099.0,Blue,SASSAFRAS
11688404,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,1899.0,Blue,Roadster
18920518,Chemistry Women White Solid Mid-Rise Wide Leg Jeans,2599.0,White,Chemistry
13499400,People Women Blue Slim Fit Jeans,999.0,Blue,People
13090552,Kook N Keech Women Black Super Skinny Fit Printed Detail Stretchable Jeans,1999.0,Black,Kook N Keech
13651824,People Women Blue Tapered Fit Jeans,999.0,Blue,People
11607038,Mast & Harbour Women Blue Skinny Fit High-Rise Clean Look Printed Detail Stretchable Jeans,1699.0,Blue,Mast & Harbour
16200988,Campus Sutra Women Navy Blue Slim Fit Jeans,1899.0,Navy Blue,Campus Sutra
12289128,Tokyo Talkies Women Black & Grey Skinny Fit High-Rise Clean Look Jeans,1699.0,Black,Tokyo Talkies
12261662,Tokyo Talkies Women Blue Skinny Fit Printed High-Rise Clean Look Cropped Stretchable Jeans,1699.0,Blue,Tokyo Talkies
18542956,URBANIC Women Red Slash Knee Wide Leg Jeans,2190.0,Red,URBANIC
18769654,Trendyol Women Black Pure Cotton Straight Fit High-Rise Conversational Printed Jeans,3199.0,Black,Trendyol
18542724,URBANIC Women Brown Wide Leg Highly Distressed Jeans,1890.0,Brown,URBANIC
14134854,ELLE Women Blue Flared Low Distress Jeans,3499.0,Blue,ELLE
17672184,SHOWOFF Women Blue High-Rise Heavy Fade Stretchable Jogger,4565.0,Blue,SHOWOFF
18394102,Fame Forever by Lifestyle Women Blue Flared Jeans,1799.0,Blue,Fame Forever by Lifestyle
18346488,People Women Navy Blue Flared High-Rise Light Fade Jeans,1699.0,Navy Blue,People
17570416,SHOWOFF Women Black Straight Fit Stretchable Jeans,4220.0,Black,SHOWOFF
16187090,The Roadster Lifestyle Co Women Navy Blue Straight Fit High-Rise Light Fade Cotton Jeans,2499.0,Navy Blue,Roadster
18338282,SHOWOFF Women Blue Slim Fit High-Rise Mildly Distressed Light Fade Stretchable Jeans,4190.0,Blue,SHOWOFF
17955876,ZALORA BASICS Women Blue Slim Fit High-Rise Boot Cut Jeans,2799.0,Blue,ZALORA BASICS
18626232,ONLY Women Blue Skinny Fit High-Rise Light Fade Jeans,3699.0,Blue,ONLY
17226172,SHOWOFF Women Orange Mom Fit High-Rise Clean Look Stretchable Jeans,3905.0,Orange,SHOWOFF
17639122,United Colors of Benetton Women Navy Blue Skinny Fit Light Fade Jeans,3999.0,Navy Blue,United Colors of Benetton
17849186,METTLE Women Blue Stretchable Mid Rise Jeans,1999.0,Blue,METTLE
17873350,max Women Blue Light Fade Jeans COTTON 65%,1599.0,Blue,max
17640614,The Roadster Lifestyle Co Women Blue Slim Fit Low Distress Mid-Rise Stretchable Jeans,3299.0,Blue,Roadster
17753370,SF JEANS by Pantaloons Women Green Wide Leg High-Rise Jeans,1899.0,Green,SF JEANS by Pantaloons
18653282,BROOWL Women Green Pure Cotton Solid London Flared Jeans,4299.0,Green,BROOWL
18542846,URBANIC Women Navy Blue Simplicity Flare Leg Jeans,1890.0,Navy Blue,URBANIC
18653308,BROOWL Women Pink Pure Cotton Solid Bootilicious Bootcut Jeans,4299.0,Pink,BROOWL
17570450,SHOWOFF Women Black Slim Fit Stretchable Cropped Jeans,3720.0,Black,SHOWOFF
16262820,URBANIC Women Blue High-Rise Stretchable Jeans,2190.0,Blue,URBANIC
18653304,BROOWL Women Khaki Pure Cotton Solid Pencil Skinny Fit Jeans,3999.0,Khaki,BROOWL
14546490,ZOLA Women Blue Pencil-Fit Cropped Jeans,3525.0,Blue,ZOLA
18653280,BROOWL Women Black Pure Cotton Solid Bootilicious Bootcut Jeans,3999.0,Black,BROOWL
14546510,ZOLA Women Blue Slim Fit  Jeans,3525.0,Blue,ZOLA
1324851,Pepe Jeans Women Black Slim Pixie Fit Low-Rise Clean Look Stretchable Jeans,2599.0,Black,Pepe Jeans
18361808,Mast & Harbour Women Blue Boyfriend Fit Mildly Distressed Light Fade Stretchable Jeans,1999.0,Blue,Mast & Harbour
16520650,Being Human Women Blue Super Skinny Fit Light Fade Jeans,2599.0,Blue,Being Human
14546514,ZOLA Women Blue Ankle Length Slim Fit Jeans,3525.0,Blue,ZOLA
16854344,Selvia Women Grey Skinny Fit Mildly Distressed Heavy Fade Stretchable Jeans,3097.0,Grey,Selvia
14547526,ZOLA Women Turquoise Blue Slim Fit Low Distress Jeans,2850.0,Turquoise Blue,ZOLA
16454390,SPYKAR Women Black Relaxed Fit Jeans,2699.0,Black,SPYKAR
14547564,ZOLA Women Blue Slim Fit Heavy Fade Jeans,2850.0,Blue,ZOLA
10524138,Miss Chase Women Black Slim Fit High-Rise Clean Look Stretchable Jeans,2349.0,Black,Miss Chase
17049872,DOLCE CRUDO Women Navy Blue Skinny Fit High-Rise Stretchable Cropped Jeans,2899.0,Navy Blue,DOLCE CRUDO
18245106,Miss Chase Women Black Skinny Fit Mid-Rise Stretchable Jeans,2895.0,Black,Miss Chase
14957310,TALES & STORIES Women Blue Skinny Fit Stretchable Jeans,2099.0,Blue,TALES & STORIES
19294016,Tokyo Talkies Women Coral Jogger Solid Jeans,2099.0,Coral,Tokyo Talkies
18291118,Miss Chase Women Blue Tapered Fit High-Rise Stretchable Jeans,2895.0,Blue,Miss Chase
10705482,DOLCE CRUDO Women Black Slim Fit High-Rise Clean Look Stretchable Jeans,2299.0,Black,DOLCE CRUDO
12238120,Miss Chase Women Blue Relaxed Fit Mid-Rise Clean Look Stretchable Jogger,2849.0,Blue,Miss Chase
10728886,DOLCE CRUDO Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans,2299.0,Blue,DOLCE CRUDO
14547542,ZOLA Killer Women Blue Skinny Fit Jeans,2850.0,Blue,ZOLA
11683448,Miss Chase Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,2299.0,Blue,Miss Chase
14547528,ZOLA Women Black Skinny Fit Light Fade Jeans,2850.0,Black,ZOLA
12682016,STREET 9 Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,2199.0,Blue,STREET 9
13227850,ZHEIA Women Blue Skinny Fit Mid-Rise Mildly Distressed Jeans,2299.0,Blue,ZHEIA
16531310,JC Mode Women Black Embroidered Jeans,1799.0,Black,JC Mode
17850152,DOLCE CRUDO Women White Skinny Fit High-Rise Stretchable Jeans,2595.0,White,DOLCE CRUDO
16262824,URBANIC Women Navy Blue Cotton Relaxed Fit Mildly Distressed Jeans,2190.0,Navy Blue,URBANIC
18603238,KASSUALLY Women Charcoal Wide Leg High-Rise Jeans,2299.0,Charcoal,KASSUALLY
18689398,Flying Machine Women Blue Veronica Skinny Fit High-Rise Light Fade Stretchable Jeans,2099.0,Blue,Flying Machine
15852504,URBANIC Women Blue Cotton Mildly Distressed Light Fade Cropped Jeans,1990.0,Blue,URBANIC
18636540,Ginger by Lifestyle Women Black Slash Knee Stretchable Jeans,999.0,Black,Ginger by Lifestyle
16262866,URBANIC Women Blue Light Fade Two Tone Straight Leg Jeans,1990.0,Blue,URBANIC
11517416,High Star Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans,1299.0,Blue,High Star
18944468,KASSUALLY Women Blue Straight Fit Jeans,2199.0,Blue,KASSUALLY
14684280,High Star Women Blue Bootcut Light Fade Jeans,1999.0,Blue,High Star
18230562,The Dry State Women Blue High-Rise Stretchable Bell Bottom Jeans,2499.0,Blue,The Dry State
16854380,Selvia Women Blue Skinny Fit Stretchable Jeans,2497.0,Blue,Selvia
10721942,High Star Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,999.0,Blue,High Star
12722434,High Star Women Black Slim Fit Mid-Rise Clean Look Stretchable Jeans,1149.0,Black,High Star
15560854,People Women Grey Skinny Fit High-Rise Heavy Fade Stretchable Jeans,1299.0,Grey,People
18969452,Hubberholme Women Grey Comfort Slim Fit Mildly Distressed Light Fade Stretchable Jeans,1699.0,Grey,Hubberholme
15474560,High Star Women Grey Boyfriend Fit High-Rise Jeans,1999.0,Grey,High Star
15474554,High Star Women Brown Boyfriend Fit High-Rise Jeans,1999.0,Brown,High Star
15523010,People Women Blue Relaxed Fit High-Rise Cotton Jeans,1099.0,Blue,People
15941726,abof Women Blue Slim Fit Stretchable Jeans,1499.0,Blue,abof
15474590,High Star Women Rust Jogger High-Rise Low Distress Jeans,2299.0,Rust,High Star
15941714,abof Women Blue Slim Fit Stretchable Jeans,1499.0,Blue,abof
11609860,Nifty Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans,1699.0,Blue,Nifty
11673212,urSense Women Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,1999.0,Navy Blue,urSense
11659696,DOLCE CRUDO Women Navy Blue Jogger Mid-Rise Clean Look Stretchable Joggers,2549.0,Navy Blue,DOLCE CRUDO
11737684,High Star Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,1249.0,Blue,High Star
11779878,ISU Women Charcoal Grey Slim Fit Mid-Rise Clean Look Jeans,2490.0,Charcoal,ISU
11777714,GOLDSTROMS Women Blue Slim Fit Mid-Rise Clean Look Denim Jeans,1399.0,Blue,GOLDSTROMS
1189173,Pepe Jeans Navy Frisky Fit Jeans,2599.0,Navy Blue,Pepe Jeans
11777738,GOLDSTROMS Women Blue Slim Fit Stretchable High-Rise Clean Look Jeans,1599.0,Blue,GOLDSTROMS
11937456,KASSUALLY Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,1799.0,Blue,KASSUALLY
11777708,GOLDSTROMS Women Blue Slim Fit Mid-Rise Clean Look Denim Jeans,1399.0,Blue,GOLDSTROMS
14024846,OTORVA Women Indigo Blue Regular Fit Clean Look Jeans,2699.0,Blue,OTORVA
13805886,Belliskey Women Blue Skinny Fit High-Rise Clean Look Jeans,2499.0,Blue,Belliskey
13802314,Belliskey Women Blue Super-Skinny Fit Mid-Rise Cropped Clean Look Jeans,2499.0,Blue,Belliskey
13802278,Belliskey Women Black Super Skinny Fit High-Rise Clean Look Jeans,2399.0,Black,Belliskey
14061718,High Star Women Grey Slim Fit High-Rise Clean Look Jeans,1199.0,Grey,High Star
14084610,DOLCE CRUDO Women Navy Blue Skinny Fit Stretchable Denim Jeans,2799.0,Navy Blue,DOLCE CRUDO
14250120,High Star Women Blue Bootcut Mid-Rise Clean Look Stretchable Jeans,1399.0,Blue,High Star
14210660,Cherokee Women Blue Slim Fit Mid-Rise Clean Look Jeans,899.0,Blue,Cherokee
14260610,Pepe Jeans Women Blue Skinny Fit Jeans,2399.0,Blue,Pepe Jeans
14288500,High Star Women Blue Relaxed Fit High-Rise Heavy Fade Jeans,2199.0,Blue,High Star
14546496,ZOLA Women Blue Mid-Rise Slim Fit Ankle Length  Jeans,3525.0,Blue,ZOLA
15143110,Miss Chase Women White Graduated Flare Jeans,3199.0,White,Miss Chase
14541368,ZOLA Women Grey Slim Fit Jeans,2520.0,Grey,ZOLA
15283588,DOLCE CRUDO Women Navy Blue Skinny Fit Slash Knee Jeans,2999.0,Navy Blue,DOLCE CRUDO
15283594,DOLCE CRUDO Women Navy Blue Skinny Fit High-Rise Jeans,2399.0,Navy Blue,DOLCE CRUDO
14545266,ZOLA Women Turquoise Blue Slim Fit Jeans,2985.0,Turquoise Blue,ZOLA
14546516,ZOLA Women Grey Slim Fit Low Distress Jeans,3165.0,Grey,ZOLA
14547546,ZOLA Women White Slim Fit Jeans,4290.0,White,ZOLA
15474596,High Star Women Blue Bootcut High-Rise Light Fade Jeans,2299.0,Blue,High Star
15388840,People Women Blue Skinny Fit High-Rise Jeans,1399.0,Blue,People
16200992,Campus Sutra Women Black Slim Fit Jeans,1899.0,Black,Campus Sutra
16200978,Campus Sutra Women Navy Blue Slim Fit Light Fade Jeans,1899.0,Navy Blue,Campus Sutra
16169574,GOLDSTROMS Women Navy Blue Slim Fit Stretchable Jeans,1399.0,Navy Blue,GOLDSTROMS
16021970,Cherokee Women Blue Light Fade Mid Rise Stone Wash Jeans,2399.0,Blue,Cherokee
16169570,GOLDSTROMS Women Blue Slim Fit Stretchable Jeans,1399.0,Blue,GOLDSTROMS
16169584,GOLDSTROMS Women Grey Slim Fit Heavy Fade Stretchable Jeans,1399.0,Grey,GOLDSTROMS
16021922,Cherokee Women Blue Light Fade Jeans,1799.0,Blue,Cherokee
16200984,Campus Sutra Women Navy Blue Slim Fit Heavy Fade Jeans,1899.0,Navy Blue,Campus Sutra
16262850,URBANIC Women Blue Straight Fit Stylized Stretchable Jeans,1790.0,Blue,URBANIC
16169572,GOLDSTROMS Women Blue Slim Fit Stretchable Jeans,1399.0,Blue,GOLDSTROMS
16860434,all about you Women Cream-Coloured Straight Fit Stretchable Jeans,2999.0,Cream,all about you
16854368,Selvia Women Blue Skinny Fit Stretchable Jeans,2497.0,Blue,Selvia
16770324,Cherokee Women Blue Jeans,1199.0,Blue,Cherokee
16854388,Selvia Women Blue Skinny Fit Slash Knee Light Fade Stretchable Jeans,3097.0,Blue,Selvia
16860380,all about you Women Blue Skinny Fit Embellished Stretchable Jeans,2599.0,Blue,all about you
16874940,DOLCE CRUDO Women Stunning Blue High-Rise Wide Leg Stretchable Jeans,3395.0,Blue,DOLCE CRUDO
16911488,SF JEANS by Pantaloons Women Black Mid-Rise Skinny Fit Jeans,1999.0,Black,SF JEANS by Pantaloons
16854374,Selvia Women Grey Skinny Fit Mildly Distressed Light Fade Stretchable Jeans,3097.0,Grey,Selvia
16916588,ONLY Women Blue Mom-Fit High-Rise Light Fade Printed Jeans,3699.0,Blue,ONLY
16939654,FREAKINS Women Blue High-Rise Highly Distressed Heavy Fade Tapered Fit Stretchable Jeans,2399.0,Blue,FREAKINS
17398326,bebe Women Navy Blue Super Skinny Fit High-Rise Stretchable Jeans,2599.0,Navy Blue,bebe
17283574,Sugr Women Blue Mid-Rise Jeans,2399.0,Blue,Sugr
17398296,bebe Women Dark Indigo Denim Daze Super Skinny Fit High-Rise Stretchable Jeans,3099.0,Blue,bebe
17403428,I Saw It First Women Blue Skinny Fit Highly Distressed Light Fade Stretchable Jeans,3799.0,Blue,I Saw It First
17283568,Sugr Women Blue Light Fade Cropped Jeans,2399.0,Blue,Sugr
17398312,bebe Women Light Indigo Denim Daze Straight Fit Mildly Distressed Jeans,2399.0,Blue,bebe
17398352,bebe Women Blue Denim Daze Super Skinny Fit High-Rise Jeans,3099.0,Blue,bebe
17403254,I Saw It First Women Blue Skinny Fit Stretchable Jeans,4099.0,Blue,I Saw It First
17398354,bebe Women Charcoal Grey Solid Stretchable Jeans,3099.0,Charcoal,bebe
17403380,I Saw It First Women Blue Slash Knee Frayed Hem Mom Fit Jeans,2899.0,Blue,I Saw It First
17760324,ZHEIA Women Blue Skinny Fit Mildly Distressed Light Fade Stretchable Jeans,2099.0,Blue,ZHEIA
17681700,TARAMA Women Rose Tapered Fit High-Rise Jeans,2699.0,Rose,TARAMA
17656672,People Women Blue Skinny Fit High-Rise Jeans,1399.0,Blue,People
17570458,SHOWOFF Women Brown Jogger High-Rise Stretchable Jogger,4655.0,Brown,SHOWOFF
17570470,SHOWOFF Women Blue Skinny Fit High-Rise Light Fade Stretchable Jeans,4470.0,Blue,SHOWOFF
17570328,SHOWOFF Women Blue Wide Leg High-Rise Low Distress Heavy Fade Stretchable Jeans,4845.0,Blue,SHOWOFF
17570446,SHOWOFF Women Blue Boyfriend Fit High-Rise Low Distress Light Fade Stretchable Jeans,3720.0,Blue,SHOWOFF
17777432,Code 61 Women Blue Wide Leg High-Rise Light Fade Acid Wash Stretchable Jeans,3099.0,Blue,Code 61
17778506,RAREISM Women Blue High-Rise Light Fade Jeans,3799.0,Blue,RAREISM
17777200,KASSUALLY Women Charcoal Wide Leg High-Rise Embroidered Stretchable Jeans,2499.0,Charcoal,KASSUALLY
17946218,FOREVER 21 Women Black Printed Mid-Rise Jeans,2999.0,Black,FOREVER 21
17916520,TARAMA Women Blue High-Rise Stretchable Jeans,2699.0,Blue,TARAMA
17955846,ZALORA BASICS Women Blue Regular Fit High-Rise Slash Knee Jeans,2999.0,Blue,ZALORA BASICS
17893326,OXXO Women Brown Regular Fit Stretchable Jeans,3499.0,Brown,OXXO
17929568,BoStreet Women Blue Tapered Fit High-Rise Light Fade Jeans,2199.0,Blue,BoStreet
17929592,BoStreet Women Blue Mildly Distressed Heavy Fade Jeans,1699.0,Blue,BoStreet
17850140,DOLCE CRUDO Women Navy Blue Skinny Fit High-Rise Stretchable Jeans,4249.0,Navy Blue,DOLCE CRUDO
17892034,Miss Poem Women Grey Light Fade Stretchable Jeans,2799.0,Grey,Miss Poem
17955798,ZALORA BASICS Women Blue Slim Fit Low-Rise Cotton Jeans,2699.0,Blue,ZALORA BASICS
17912810,RAREISM Women Blue High-Rise Cropped Stretchable Jeans,3799.0,Blue,RAREISM
17955860,ZALORA BASICS Women Blue High-Rise Striped Jeans,2899.0,Blue,ZALORA BASICS
18171266,elleven Women Grey Jeans,1399.0,Grey,elleven
18142614,SHOWOFF Women Lavender Jogger High-Rise Cuffed Hem Stretchable Jeans,4655.0,Lavender,SHOWOFF
18142596,SHOWOFF Women Blue Jogger High-Rise Low Distress Heavy Fade Cuffed Hem Stretchable Jeans,4500.0,Blue,SHOWOFF
18210190,Cantabil Women Navy Blue Jean Straight Fit Stretchable Jeans,2999.0,Navy Blue,Cantabil
18208328,ELLE Women Grey High-Rise Heavy Fade Stretchable Cotton Crop Jeans,3499.0,Grey,ELLE
18192322,Next One Women Navy Blue Comfort Skinny Fit High-Rise Stretchable Jeans,2999.0,Navy Blue,Next One
18147722,Vero Moda Women Green Skinny Fit High-Rise Slash Knee Jeans,3999.0,Green,Vero Moda
